timestampUtc,severity,event,sourcePath,message
"2026-09-14T16:04:13.3708959Z","Info","OpenProject","C:\work\HobbyStuff\storyboarding\StoryboardDesigner.App\StarterProjects\BigHeadStart\BigHeadStart.sbe.json","Project load completed."
